source_dataset,image_path,source_label,canonical_label,split_role,include_in_known_training,notes,split,true_label,pred_label,pred_index,confidence,max_logit,energy,prob_cardboard,prob_glass,prob_metal,prob_paper,prob_plastic,mahalanobis_min_distance,mahalanobis_knownness,mahalanobis_nearest_class
trashbox,ml/data/raw/trashbox/metal/metal 2422.jpg,metal,metal,known,true,Known 5-class label,known_val,metal,metal,2,1.0,15.47413444519043,-15.47413444519043,9.951240526051564e-11,4.172041556671502e-08,1.0,1.94759292027058e-10,1.836462715232301e-08,1329.008056640625,-1329.008056640625,metal
trashbox,ml/data/raw/trashbox/paper/paper 1447.jpg,paper,paper,known,true,Known 5-class label,known_val,paper,paper,3,0.9999748468399048,10.626022338867188,-10.626047134399414,7.472501550864763e-08,7.655636977688118e-07,2.3306171215153881e-07,0.9999748468399048,2.4104172553052194e-05,2160.2099609375,-2160.2099609375,paper
trashbox,ml/data/raw/trashbox/plastic/plastic 1903.jpg,plastic,plastic,known,true,Known 5-class label,known_val,plastic,plastic,4,0.9999301433563232,10.577775955200195,-10.577845573425293,1.4473127976089017e-06,7.09200236315155e-08,6.827994366176426e-05,1.1244529751763821e-08,0.9999301433563232,1563.709716796875,-1563.709716796875,plastic
trashbox,ml/data/raw/trashbox/metal/metal 508.jpg,metal,metal,known,true,Known 5-class label,known_val,metal,metal,2,0.999998927116394,13.093826293945312,-13.093827247619629,2.434908026316407e-07,1.5789221663453645e-07,0.999998927116394,5.095502908503136e-10,7.37561720143276e-07,1426.2022705078125,-1426.2022705078125,metal
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_384.jpg,cardboard,cardboard,known,true,Known 5-class label,known_val,cardboard,cardboard,0,0.9990504384040833,9.373213768005371,-9.374163627624512,0.9990504384040833,2.6303778213332407e-06,1.3747138609687681e-06,0.0009453817619942129,1.1068485150644847e-07,1921.440673828125,-1921.440673828125,cardboard
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_385.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_val,cardboard,cardboard,0,0.999976634979248,10.358113288879395,-10.358136177062988,0.999976634979248,4.930853378937172e-07,1.2330351637501735e-06,2.14397550735157e-05,2.528903166876262e-07,1565.22119140625,-1565.22119140625,cardboard
realwaste,ml/data/raw/realwaste/Plastic/Plastic_198.jpg,plastic,plastic,known,true,Known 5-class label if present,known_val,plastic,plastic,4,0.855055034160614,5.223066329956055,-5.379655838012695,0.0011629960499703884,8.390722541662399e-06,0.14322525262832642,0.0005483034183271229,0.855055034160614,694.194091796875,-694.194091796875,plastic
trashnet,ml/data/raw/trashnet/glass/glass117.jpg,glass,glass,known,true,Known 5-class label,known_val,glass,glass,1,0.99972003698349,11.154587745666504,-11.154868125915527,4.786795612665706e-11,0.99972003698349,2.7311643862049095e-05,1.3039606017173355e-07,0.0002525604795664549,1215.5589599609375,-1215.5589599609375,glass
garbage_v2,ml/data/raw/garbage_v2/glass/glass_756.jpg,glass,glass,known,true,Known 5-class label,known_val,glass,glass,1,0.9999921321868896,11.712015151977539,-11.71202278137207,2.93138402440718e-09,0.9999921321868896,1.8672067199076992e-06,1.0327121202635681e-07,5.785696885141078e-06,671.7085571289062,-671.7085571289062,glass
trashbox,ml/data/raw/trashbox/glass/glass 1258.jpg,glass,glass,known,true,Known 5-class label,known_val,glass,glass,1,0.9888083338737488,5.180874347686768,-5.192129135131836,0.006021223030984402,0.9888083338737488,0.003955561202019453,0.0004414944560267031,0.0007735459366813302,856.181396484375,-856.181396484375,glass
trashbox,ml/data/raw/trashbox/plastic/plastic 1480.jpg,plastic,plastic,known,true,Known 5-class label,known_val,plastic,plastic,4,0.9098721146583557,6.926692485809326,-7.021143913269043,1.7079520375773427e-06,0.08928749710321426,0.0008364418754354119,2.2464739686256507e-06,0.9098721146583557,683.1085815429688,-683.1085815429688,plastic
trashbox,ml/data/raw/trashbox/metal/metal 467.jpg,metal,metal,known,true,Known 5-class label,known_val,metal,metal,2,0.9999940395355225,11.096626281738281,-11.09663200378418,6.992476642153633e-07,9.24375797239918e-07,0.9999940395355225,3.9136784835136496e-06,4.08479422731034e-07,1656.81689453125,-1656.81689453125,metal
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1238.jpg,glass,glass,known,true,Known 5-class label,known_val,glass,glass,1,1.0,21.346981048583984,-21.346981048583984,1.0343048379912929e-15,1.0,1.2459280569060427e-12,1.031602781713728e-13,9.233847020340136e-11,1668.581787109375,-1668.581787109375,glass
garbage_v2,ml/data/raw/garbage_v2/glass/glass_122.jpg,glass,glass,known,true,Known 5-class label,known_val,glass,glass,1,0.9986155033111572,8.088751792907715,-8.090137481689453,7.164516659941e-07,0.9986155033111572,0.00019556788902264088,8.609829819761217e-06,0.0011796581093221903,738.7684326171875,-738.7684326171875,glass
trashbox,ml/data/raw/trashbox/paper/paper 1478.jpg,paper,paper,known,true,Known 5-class label,known_val,paper,paper,3,0.9996240139007568,9.303842544555664,-9.304218292236328,4.362325398687972e-07,6.154907623567851e-06,2.3945335669850465e-06,0.9996240139007568,0.00036707709659822285,1037.619384765625,-1037.619384765625,paper
garbage_v2,ml/data/raw/garbage_v2/glass/glass_764.jpg,glass,glass,known,true,Known 5-class label,known_val,glass,glass,1,0.9984281063079834,6.374759674072266,-6.376332759857178,0.0006929287337698042,0.9984281063079834,0.000616333563812077,0.00021705463586840779,4.554409679258242e-05,1213.263427734375,-1213.263427734375,glass
realwaste,ml/data/raw/realwaste/Plastic/Plastic_460.jpg,plastic,plastic,known,true,Known 5-class label if present,known_val,plastic,plastic,4,0.9999997615814209,13.23293685913086,-13.23293685913086,1.6454908546847946e-08,5.646299428008206e-08,1.1823166090607629e-07,1.0400849070890672e-08,0.9999997615814209,1689.31005859375,-1689.31005859375,plastic
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1178.jpg,glass,glass,known,true,Known 5-class label,known_val,glass,glass,1,0.9852828979492188,9.635147094726562,-9.64997386932373,2.8690170239542567e-08,0.9852828979492188,1.334850594503223e-06,9.01761367799736e-08,0.014715651050209999,1365.5804443359375,-1365.5804443359375,glass
garbage_v2,ml/data/raw/garbage_v2/paper/paper_958.jpg,paper,paper,known,true,Known 5-class label,known_val,paper,paper,3,0.976228654384613,5.535545349121094,-5.559603691101074,5.789138958789408e-05,5.166995106264949e-05,0.01114150881767273,0.976228654384613,0.012520202435553074,1268.202392578125,-1268.202392578125,paper
trashbox,ml/data/raw/trashbox/cardboard/cardboard 1337.jpg,cardboard,cardboard,known,true,Known 5-class label,known_val,cardboard,cardboard,0,0.9999017715454102,9.801925659179688,-9.802023887634277,0.9999017715454102,1.2626114198610594e-07,9.264491382054985e-05,4.425265160534764e-06,1.019232968246797e-06,1880.232421875,-1880.232421875,cardboard
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_728.jpg,plastic,plastic,known,true,Known 5-class label,known_val,plastic,plastic,4,0.9992625117301941,9.967386245727539,-9.968124389648438,3.8687744563503657e-08,0.0007338582654483616,2.2242060992994084e-07,3.3649287161097163e-06,0.9992625117301941,949.545166015625,-949.545166015625,plastic
trashbox,ml/data/raw/trashbox/cardboard/cardboard 2072.jpg,cardboard,cardboard,known,true,Known 5-class label,known_val,cardboard,cardboard,0,0.9979366064071655,6.345051288604736,-6.347116947174072,0.9979366064071655,0.000377955031581223,2.0117453459533863e-05,0.0006115512805990875,0.0010537757771089673,953.6196899414062,-953.6196899414062,cardboard
realwaste,ml/data/raw/realwaste/Metal/Metal_118.jpg,metal,metal,known,true,Known 5-class label if present,known_val,metal,metal,2,0.9999997615814209,15.251806259155273,-15.251806259155273,7.061358442417287e-11,8.587549338301415e-09,0.9999997615814209,1.7605950031196471e-09,1.907042559423644e-07,1088.41015625,-1088.41015625,metal
trashbox,ml/data/raw/trashbox/plastic/plastic 910.jpg,plastic,plastic,known,true,Known 5-class label,known_val,plastic,paper,3,0.7259211540222168,3.087718963623047,-3.4080328941345215,0.014669975265860558,0.002793910913169384,0.005120231304317713,0.7259211540222168,0.25149470567703247,741.165283203125,-741.165283203125,plastic
trashnet,ml/data/raw/trashnet/paper/paper20.jpg,paper,paper,known,true,Known 5-class label,known_val,paper,paper,3,0.9999762773513794,11.200323104858398,-11.200346946716309,5.042082307227247e-09,5.339562108019891e-07,1.8452979929861613e-05,0.9999762773513794,4.764176537719322e-06,1320.4217529296875,-1320.4217529296875,paper
trashbox,ml/data/raw/trashbox/glass/glass 2329.jpg,glass,glass,known,true,Known 5-class label,known_val,glass,glass,1,1.0,20.314340591430664,-20.314340591430664,6.308653745546746e-16,1.0,3.993903298360468e-12,1.1556191767403412e-11,7.486487818564314e-11,2688.474853515625,-2688.474853515625,glass
trashbox,ml/data/raw/trashbox/plastic/plastic 2375.jpg,plastic,plastic,known,true,Known 5-class label,known_val,plastic,plastic,4,0.9988924860954285,9.707746505737305,-9.708854675292969,1.3544713794999552e-08,0.0011057305382564664,4.052880058225128e-07,1.4194102959663724e-06,0.9988924860954285,1637.6934814453125,-1637.6934814453125,plastic
trashbox,ml/data/raw/trashbox/plastic/plastic 599.jpg,plastic,plastic,known,true,Known 5-class label,known_val,plastic,plastic,4,0.9873714447021484,4.532254219055176,-4.544963359832764,0.001767173409461975,0.0031262016855180264,0.006796625908464193,0.0009386205929331481,0.9873714447021484,967.2722778320312,-967.2722778320312,plastic
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_664.jpg,cardboard,cardboard,known,true,Known 5-class label,known_val,cardboard,metal,2,0.4700092077255249,2.9308793544769287,-3.685882568359375,0.0714634582400322,0.00016574215260334313,0.4700092077255249,0.002330449176952243,0.4560311436653137,933.1203002929688,-933.1203002929688,plastic
trashbox,ml/data/raw/trashbox/glass/glass 523.jpg,glass,glass,known,true,Known 5-class label,known_val,glass,glass,1,0.8892762660980225,3.851341962814331,-3.968689203262329,0.02438122034072876,0.8892762660980225,0.07660053670406342,0.00013262906577438116,0.00960933230817318,1253.469970703125,-1253.469970703125,glass
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1576.jpg,glass,glass,known,true,Known 5-class label,known_val,glass,glass,1,0.99924635887146,7.727975368499756,-7.728729248046875,1.3498445696313865e-05,0.99924635887146,8.897432053345256e-06,5.642775431624614e-05,0.0006747980951331556,769.042236328125,-769.042236328125,glass
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1441.jpg,plastic,plastic,known,true,Known 5-class label,known_val,plastic,plastic,4,0.56606525182724,2.8545148372650146,-3.423560619354248,0.1415417641401291,0.001092143589630723,0.0017930150497704744,0.28950774669647217,0.56606525182724,611.7733154296875,-611.7733154296875,plastic
garbage_v2,ml/data/raw/garbage_v2/metal/metal_288.jpg,metal,metal,known,true,Known 5-class label,known_val,metal,metal,2,0.9999897480010986,13.798469543457031,-13.798480033874512,3.682809959770772e-11,9.787472663447261e-06,0.9999897480010986,1.8853998917656156e-10,5.006883725400257e-07,2018.3118896484375,-2018.3118896484375,metal
garbage_v2,ml/data/raw/garbage_v2/paper/paper_133.jpg,paper,paper,known,true,Known 5-class label,known_val,paper,paper,3,0.8819297552108765,3.7284014225006104,-3.8540444374084473,0.02531423605978489,0.006815407890826464,0.08550067991018295,0.8819297552108765,0.00044003810035064816,397.7979431152344,-397.7979431152344,paper
trashbox,ml/data/raw/trashbox/glass/glass 406.jpg,glass,glass,known,true,Known 5-class label,known_val,glass,glass,1,0.9999072551727295,9.83801555633545,-9.83810806274414,5.76142838326632e-07,0.9999072551727295,1.6282075421258924e-06,2.0161362499493407e-06,8.839512156555429e-05,975.9335327148438,-975.9335327148438,glass
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_190.jpg,plastic,plastic,known,true,Known 5-class label,known_val,plastic,plastic,4,0.8570448756217957,3.2939505577087402,-3.4482154846191406,0.013699018396437168,0.12023270130157471,0.007091686595231295,0.0019317145925015211,0.8570448756217957,590.9598388671875,-590.9598388671875,plastic
trashbox,ml/data/raw/trashbox/metal/metal 983.jpg,metal,metal,known,true,Known 5-class label,known_val,metal,metal,2,0.999737560749054,8.243721961975098,-8.24398422241211,6.070246308809146e-05,0.00017897905490826815,0.999737560749054,1.4248207662603818e-05,8.420540325460024e-06,1574.9130859375,-1574.9130859375,metal
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1596.jpg,plastic,plastic,known,true,Known 5-class label,known_val,plastic,plastic,4,0.9921830296516418,6.60246467590332,-6.610312461853027,2.124685579474317e-06,0.0027742593083530664,0.004916127771139145,0.0001244085724465549,0.9921830296516418,1138.490234375,-1138.490234375,plastic
garbage_v2,ml/data/raw/garbage_v2/metal/metal_880.jpg,metal,metal,known,true,Known 5-class label,known_val,metal,metal,2,0.9999996423721313,14.758285522460938,-14.758285522460938,2.3554869166275694e-09,1.3069600868220732e-07,0.9999996423721313,4.2330058729056486e-12,2.1523770499243255e-07,2169.998046875,-2169.998046875,metal
trashnet,ml/data/raw/trashnet/glass/glass120.jpg,glass,glass,known,true,Known 5-class label,known_val,glass,glass,1,0.9999998807907104,13.754195213317871,-13.754195213317871,1.1047030845645622e-08,0.9999998807907104,1.5665190034042098e-08,2.667727594385383e-09,7.700917592501355e-08,1067.29931640625,-1067.29931640625,glass
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_575.jpg,cardboard,cardboard,known,true,Known 5-class label,known_val,cardboard,cardboard,0,0.9989070892333984,12.140753746032715,-12.141847610473633,0.9989070892333984,5.879796844965313e-07,3.136736148601216e-10,0.0010922792134806514,9.47547484919653e-10,2172.155029296875,-2172.155029296875,cardboard
trashbox,ml/data/raw/trashbox/glass/glass 2402.jpg,glass,glass,known,true,Known 5-class label,known_val,glass,glass,1,0.9999884366989136,13.50207233428955,-13.502083778381348,2.1389863838483514e-11,0.9999884366989136,5.362074340098388e-09,8.257435979430738e-08,1.1485194590932224e-05,2019.543701171875,-2019.543701171875,glass
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_455.jpg,cardboard,cardboard,known,true,Known 5-class label,known_val,cardboard,cardboard,0,0.99321049451828,7.29348087310791,-7.300293445587158,0.99321049451828,4.0579979554422607e-07,0.0062128957360982895,6.886987830512226e-05,0.0005073784850537777,1249.2554931640625,-1249.2554931640625,cardboard
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1510.jpg,glass,glass,known,true,Known 5-class label,known_val,glass,glass,1,0.9984412789344788,11.024026870727539,-11.02558708190918,2.4933926034975684e-09,0.9984412789344788,2.6482283033146814e-07,7.732166551477349e-08,0.0015583871863782406,1127.3446044921875,-1127.3446044921875,glass
trashnet,ml/data/raw/trashnet/paper/paper7.jpg,paper,paper,known,true,Known 5-class label,known_val,paper,paper,3,0.9997326731681824,9.065361022949219,-9.065628051757812,0.0002549067430663854,3.7188765418250114e-06,1.0346801673222217e-06,0.9997326731681824,7.675188498978969e-06,1164.2880859375,-1164.2880859375,paper
trashbox,ml/data/raw/trashbox/paper/paper 1721.jpg,paper,paper,known,true,Known 5-class label,known_val,paper,paper,3,0.966108500957489,4.012060165405273,-4.046539306640625,0.004027422051876783,0.01111304946243763,0.002742453245446086,0.966108500957489,0.01600859872996807,1114.6055908203125,-1114.6055908203125,paper
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_228.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_val,cardboard,cardboard,0,0.999994158744812,11.919142723083496,-11.919148445129395,0.999994158744812,4.076698587596184e-06,5.701358940513046e-09,1.8440529174768017e-06,8.233260295753553e-09,1042.358642578125,-1042.358642578125,cardboard
realwaste,ml/data/raw/realwaste/Paper/Paper_454.jpg,paper,paper,known,true,Known 5-class label if present,known_val,paper,paper,3,0.9999982118606567,14.03947925567627,-14.039481163024902,1.9271042539514838e-09,1.4909803947027456e-10,1.8053877965940046e-06,0.9999982118606567,8.874407875225643e-09,1006.8916015625,-1006.8916015625,paper
trashbox,ml/data/raw/trashbox/cardboard/cardboard 586.jpg,cardboard,cardboard,known,true,Known 5-class label,known_val,cardboard,cardboard,0,0.9990528225898743,7.405158996582031,-7.406106472015381,0.9990528225898743,6.41072483631433e-06,0.00014165276661515236,0.0006829695776104927,0.00011613155947998166,697.7421875,-697.7421875,cardboard
realwaste,ml/data/raw/realwaste/Plastic/Plastic_655.jpg,plastic,plastic,known,true,Known 5-class label if present,known_val,plastic,plastic,4,0.9953975081443787,6.121483325958252,-6.126096248626709,0.0010275928070768714,0.0033476841636002064,0.00010509652202017605,0.00012208012049086392,0.9953975081443787,994.5729370117188,-994.5729370117188,plastic
trashbox,ml/data/raw/trashbox/plastic/plastic 1158.jpg,plastic,plastic,known,true,Known 5-class label,known_val,plastic,plastic,4,0.9998750686645508,9.625057220458984,-9.625182151794434,9.435188258066773e-05,3.011370608874131e-05,3.9277622931876977e-07,6.366003901803197e-08,0.9998750686645508,1459.4595947265625,-1459.4595947265625,plastic
trashbox,ml/data/raw/trashbox/plastic/plastic 412.jpg,plastic,plastic,known,true,Known 5-class label,known_val,plastic,cardboard,0,0.49467116594314575,1.9767367839813232,-2.6805989742279053,0.49467116594314575,0.0012616831809282303,0.3483351469039917,0.016882535070180893,0.1388494372367859,888.9103393554688,-888.9103393554688,plastic
trashbox,ml/data/raw/trashbox/plastic/plastic 1721.jpg,plastic,plastic,known,true,Known 5-class label,known_val,plastic,plastic,4,0.9999109506607056,9.160481452941895,-9.16057014465332,1.0572913424766739e-06,1.282538960367674e-06,7.610337343066931e-05,1.0612609003146645e-05,0.9999109506607056,1491.329833984375,-1491.329833984375,plastic
realwaste,ml/data/raw/realwaste/Metal/Metal_108.jpg,metal,metal,known,true,Known 5-class label if present,known_val,metal,metal,2,0.9999513626098633,12.353529930114746,-12.353578567504883,4.24878049409827e-10,4.294503014534712e-05,0.9999513626098633,4.653114338282194e-09,5.683876679540845e-06,1076.927490234375,-1076.927490234375,metal
trashbox,ml/data/raw/trashbox/glass/glass 1662.jpg,glass,glass,known,true,Known 5-class label,known_val,glass,glass,1,0.9999980926513672,12.4807710647583,-12.480772972106934,9.49574907593842e-09,0.9999980926513672,7.709530081001503e-08,4.111859297495357e-08,1.8328846635995433e-06,1498.4482421875,-1498.4482421875,glass
garbage_v2,ml/data/raw/garbage_v2/metal/metal_746.jpg,metal,metal,known,true,Known 5-class label,known_val,metal,metal,2,0.9999998807907104,18.15874671936035,-18.15874671936035,3.941585014106963e-13,4.488053331752617e-11,0.9999998807907104,6.06671787459212e-12,1.4620410127008654e-07,1936.0938720703125,-1936.0938720703125,metal
trashbox,ml/data/raw/trashbox/paper/paper 829.jpg,paper,paper,known,true,Known 5-class label,known_val,paper,paper,3,0.990111768245697,6.374815940856934,-6.384753227233887,0.0026415041647851467,1.7448746802983806e-05,0.00721118226647377,0.990111768245697,1.8050852304440923e-05,837.6141357421875,-837.6141357421875,paper
garbage_v2,ml/data/raw/garbage_v2/metal/metal_627.jpg,metal,metal,known,true,Known 5-class label,known_val,metal,metal,2,0.9997054934501648,8.296590805053711,-8.29688549041748,5.940144546912052e-06,0.00018879081471823156,0.9997054934501648,2.8823327738791704e-05,7.091887528076768e-05,638.9995727539062,-638.9995727539062,metal
trashbox,ml/data/raw/trashbox/paper/paper 2223.jpg,paper,paper,known,true,Known 5-class label,known_val,paper,paper,3,0.9682654142379761,4.682722568511963,-4.714971542358398,0.007426752243191004,9.175153536489233e-05,0.0027418320532888174,0.9682654142379761,0.021474184468388557,932.0474243164062,-932.0474243164062,paper
trashbox,ml/data/raw/trashbox/metal/metal 1475.jpg,metal,metal,known,true,Known 5-class label,known_val,metal,metal,2,0.7562771439552307,3.7309162616729736,-4.010263442993164,0.005080356262624264,0.2347756177186966,0.7562771439552307,0.001062133233062923,0.0028047095984220505,538.4545288085938,-538.4545288085938,metal
trashnet,ml/data/raw/trashnet/cardboard/cardboard194.jpg,cardboard,cardboard,known,true,Known 5-class label,known_val,cardboard,cardboard,0,0.9999959468841553,12.542561531066895,-12.54256534576416,0.9999959468841553,3.3741908822548794e-08,1.1899730978370826e-08,4.090679340151837e-06,7.616335118143525e-09,866.2368774414062,-866.2368774414062,cardboard
trashbox,ml/data/raw/trashbox/cardboard/cardboard 1315.jpg,cardboard,cardboard,known,true,Known 5-class label,known_val,cardboard,cardboard,0,0.9829261302947998,7.252739906311035,-7.269961357116699,0.9829261302947998,4.284178794478066e-05,0.01698896288871765,3.5357843444216996e-05,6.705386113026179e-06,2189.11181640625,-2189.11181640625,cardboard
garbage_v2,ml/data/raw/garbage_v2/glass/glass_895.jpg,glass,glass,known,true,Known 5-class label,known_val,glass,glass,1,0.9999998807907104,16.04671859741211,-16.04671859741211,6.194243451496106e-10,0.9999998807907104,2.2318518561048606e-11,3.1861627919349544e-11,1.3201626813952316e-07,1689.9833984375,-1689.9833984375,glass
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_88.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_val,cardboard,cardboard,0,0.8453037142753601,8.830862045288086,-8.998921394348145,0.8453037142753601,6.437578026208257e-09,2.496814340702258e-05,8.03911461844109e-08,0.15467122197151184,3062.65380859375,-3062.65380859375,cardboard
trashbox,ml/data/raw/trashbox/metal/metal 2036.jpg,metal,metal,known,true,Known 5-class label,known_val,metal,metal,2,0.988085150718689,4.781390190124512,-4.793376445770264,0.000957031617872417,0.0017216166015714407,0.988085150718689,0.004658196587115526,0.004578007385134697,838.8656616210938,-838.8656616210938,metal
realwaste,ml/data/raw/realwaste/Glass/Glass_143.jpg,glass,glass,known,true,Known 5-class label if present,known_val,glass,glass,1,0.9999996423721313,13.928817749023438,-13.928817749023438,5.09038056151212e-09,0.9999996423721313,1.497582786669227e-07,1.0253189269837648e-10,1.885559868242126e-07,1415.0584716796875,-1415.0584716796875,glass
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_413.jpg,plastic,plastic,known,true,Known 5-class label,known_val,plastic,plastic,4,0.9434528350830078,4.119544506072998,-4.177753448486328,0.010243554599583149,0.0003716057981364429,0.04237595200538635,0.0035560859832912683,0.9434528350830078,1163.1429443359375,-1163.1429443359375,plastic
realwaste,ml/data/raw/realwaste/Metal/Metal_494.jpg,metal,metal,known,true,Known 5-class label if present,known_val,metal,metal,2,1.0,17.75931167602539,-17.75931167602539,4.752210994510286e-13,3.339925558343282e-10,1.0,1.0575179620886388e-09,1.1044560821460436e-09,1220.6734619140625,-1220.6734619140625,metal
realwaste,ml/data/raw/realwaste/Metal/Metal_16.jpg,metal,metal,known,true,Known 5-class label if present,known_val,metal,metal,2,0.9999960660934448,11.281373977661133,-11.281377792358398,1.0567088111201883e-06,1.3826071665334894e-07,0.9999960660934448,7.771660079924914e-07,1.946398924701498e-06,891.5723266601562,-891.5723266601562,metal
trashbox,ml/data/raw/trashbox/metal/metal 1087.jpg,metal,metal,known,true,Known 5-class label,known_val,metal,cardboard,0,0.9745267033576965,6.152445316314697,-6.178248882293701,0.9745267033576965,3.513086630846374e-05,0.00013837243022862822,0.025197738781571388,0.00010207955347141251,1242.376708984375,-1242.376708984375,cardboard
trashbox,ml/data/raw/trashbox/cardboard/cardboard 1887.jpg,cardboard,cardboard,known,true,Known 5-class label,known_val,cardboard,cardboard,0,0.9999980926513672,14.6919584274292,-14.691960334777832,0.9999980926513672,1.1076051881220295e-10,2.5837525452487853e-09,1.8977783611262566e-06,3.79571894748576e-11,1441.7191162109375,-1441.7191162109375,cardboard
garbage_v2,ml/data/raw/garbage_v2/metal/metal_574.jpg,metal,metal,known,true,Known 5-class label,known_val,metal,metal,2,0.9998869895935059,10.085598945617676,-10.085711479187012,7.205682805988545e-08,6.903566827531904e-05,0.9998869895935059,4.1768905134631495e-07,4.333601827966049e-05,1108.4171142578125,-1108.4171142578125,metal
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_109.jpg,plastic,plastic,known,true,Known 5-class label,known_val,plastic,plastic,4,0.9999998807907104,15.224869728088379,-15.224869728088379,4.797645614118551e-10,1.5948214127092797e-07,1.6254164680873373e-10,7.305858140682631e-10,0.9999998807907104,1741.2738037109375,-1741.2738037109375,plastic
garbage_v2,ml/data/raw/garbage_v2/paper/paper_263.jpg,paper,paper,known,true,Known 5-class label,known_val,paper,paper,3,1.0,20.058242797851562,-20.058242797851562,1.136806941916496e-15,7.722823769373832e-11,3.264340880937411e-11,1.0,3.8749611158683805e-12,2637.06201171875,-2637.06201171875,paper
trashbox,ml/data/raw/trashbox/plastic/plastic 1250.jpg,plastic,plastic,known,true,Known 5-class label,known_val,plastic,plastic,4,0.8855295181274414,3.3951525688171387,-3.5167219638824463,0.0017576467944309115,0.07204755395650864,0.035604801028966904,0.005060422699898481,0.8855295181274414,432.35662841796875,-432.35662841796875,plastic
trashbox,ml/data/raw/trashbox/metal/metal 461.jpg,metal,metal,known,true,Known 5-class label,known_val,metal,plastic,4,0.9918727278709412,10.91206169128418,-10.920222282409668,1.0026990349132348e-09,1.660936832514892e-09,0.008118177764117718,9.134042556979693e-06,0.9918727278709412,4792.26953125,-4792.26953125,plastic
garbage_v2,ml/data/raw/garbage_v2/metal/metal_116.jpg,metal,metal,known,true,Known 5-class label,known_val,metal,metal,2,0.9999995231628418,13.27343463897705,-13.27343463897705,3.9808057294976606e-08,3.032079973763757e-07,0.9999995231628418,6.336932045769572e-08,5.220485377321893e-09,933.2198486328125,-933.2198486328125,metal
garbage_v2,ml/data/raw/garbage_v2/paper/paper_897.jpg,paper,paper,known,true,Known 5-class label,known_val,paper,paper,3,0.9999421834945679,12.234244346618652,-12.234302520751953,5.782487278338522e-05,9.578180026892369e-09,3.3161149382010535e-09,0.9999421834945679,3.620432664774853e-08,1661.7200927734375,-1661.7200927734375,paper
trashbox,ml/data/raw/trashbox/glass/glass 891.jpg,glass,glass,known,true,Known 5-class label,known_val,glass,glass,1,0.9724593162536621,7.531377792358398,-7.559304714202881,3.9008716612443095e-07,0.9724593162536621,0.021209903061389923,2.9151021863071946e-07,0.0063301254995167255,1416.7374267578125,-1416.7374267578125,glass
garbage_v2,ml/data/raw/garbage_v2/glass/glass_659.jpg,glass,glass,known,true,Known 5-class label,known_val,glass,glass,1,0.7648489475250244,4.683565139770508,-4.951642036437988,0.0005403932882472873,0.7648489475250244,0.13096986711025238,1.0657192888174905e-06,0.10363961011171341,1079.242431640625,-1079.242431640625,glass
garbage_v2,ml/data/raw/garbage_v2/glass/glass_879.jpg,glass,glass,known,true,Known 5-class label,known_val,glass,glass,1,0.9999876022338867,11.49507999420166,-11.495092391967773,1.5617503734688398e-08,0.9999876022338867,9.86851409834344e-06,7.258164202994521e-08,2.419262500552577e-06,1043.322509765625,-1043.322509765625,glass
trashbox,ml/data/raw/trashbox/paper/paper 726.jpg,paper,paper,known,true,Known 5-class label,known_val,paper,plastic,4,0.5946448445320129,8.125045776367188,-8.64483642578125,3.3389486020496406e-07,1.3460334002957097e-07,6.647198347309313e-07,0.40535399317741394,0.5946448445320129,1204.453857421875,-1204.453857421875,paper
trashbox,ml/data/raw/trashbox/metal/metal 792.jpg,metal,metal,known,true,Known 5-class label,known_val,metal,metal,2,0.9456631541252136,6.663531303405762,-6.719399929046631,1.5217302461678628e-05,0.05396311357617378,0.9456631541252136,1.010155028779991e-05,0.00034836228587664664,637.7823486328125,-637.7823486328125,metal
trashbox,ml/data/raw/trashbox/metal/metal 2348.jpg,metal,metal,known,true,Known 5-class label,known_val,metal,metal,2,0.9988018274307251,7.963483810424805,-7.964682579040527,3.2740545066189952e-06,0.0005995651008561254,0.9988018274307251,8.062346751103178e-06,0.0005872492329217494,425.2110290527344,-425.2110290527344,metal
