source_dataset,image_path,source_label,canonical_label,split_role,include_in_known_training,notes
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_234.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_235.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_236.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_237.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_238.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_239.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_24.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_240.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_241.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_242.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_243.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_244.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_245.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_246.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_247.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_248.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_249.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_25.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_250.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_251.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_252.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_253.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_254.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_255.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_256.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_257.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_258.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_259.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_26.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_260.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_261.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_262.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_263.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_264.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_265.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_266.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_267.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_268.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_269.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_27.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_270.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_271.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_272.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_273.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_274.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_275.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_276.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_277.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_278.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_279.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_28.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_280.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_281.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_282.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_283.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_284.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_285.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_286.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_287.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_288.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_289.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_29.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_290.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_291.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_292.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_293.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_294.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_295.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_296.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_297.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_298.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_299.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_3.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_30.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_300.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_301.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_302.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_303.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_304.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_305.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_306.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_307.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_308.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_309.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_31.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_310.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_311.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_312.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_313.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_314.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_315.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_316.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_317.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_318.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_32.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_33.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_34.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_35.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_36.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_37.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_38.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_39.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_4.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_40.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_41.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_42.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_43.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_44.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_45.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_46.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_47.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_48.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_49.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_5.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_50.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_51.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_52.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_53.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_54.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_55.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_56.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_57.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_58.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_59.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_6.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_60.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_61.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_62.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_63.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_64.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_65.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_66.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_67.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_68.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_69.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_7.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_70.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_71.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_72.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_73.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_74.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_75.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_76.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_77.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_78.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_79.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_8.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_80.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_81.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_82.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_83.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_84.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_85.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_86.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_87.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_88.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_89.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_9.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_90.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_91.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_92.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_93.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_94.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_95.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_96.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_97.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_98.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_99.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_1.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_10.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_100.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_101.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_102.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_103.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_104.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_105.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_106.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_107.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_108.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_109.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_11.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_110.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_111.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_112.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_113.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_114.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_115.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_116.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_117.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_118.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_119.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_12.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_120.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_121.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_122.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_123.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_124.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_125.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_126.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_127.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_128.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_129.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_13.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_130.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_131.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_132.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_133.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_134.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_135.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_136.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_137.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_138.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_139.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_14.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_140.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_141.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
realwaste,ml/data/raw/realwaste/Vegetation/Vegetation_142.jpg,vegetation,excluded,exclude,false,Excluded from main protocol
