source_dataset,image_path,source_label,canonical_label,split_role,include_in_known_training,notes
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_387.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_388.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_389.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_39.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_390.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_391.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_392.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_393.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_394.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_395.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_396.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_397.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_398.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_399.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_4.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_40.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_400.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_401.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_402.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_403.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_404.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_405.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_406.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_407.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_408.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_409.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_41.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_410.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_411.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_42.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_43.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_44.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_45.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_46.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_47.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_48.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_49.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_5.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_50.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_51.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_52.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_53.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_54.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_55.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_56.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_57.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_58.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_59.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_6.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_60.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_61.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_62.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_63.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_64.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_65.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_66.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_67.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_68.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_69.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_7.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_70.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_71.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_72.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_73.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_74.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_75.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_76.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_77.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_78.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_79.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_8.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_80.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_81.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_82.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_83.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_84.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_85.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_86.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_87.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_88.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_89.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_9.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_90.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_91.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_92.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_93.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_94.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_95.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_96.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_97.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_98.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Food Organics/Food Organics_99.jpg,food organics,biological,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_1.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_10.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_100.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_101.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_102.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_103.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_104.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_105.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_106.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_107.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_108.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_109.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_11.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_110.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_111.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_112.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_113.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_114.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_115.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_116.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_117.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_118.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_119.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_12.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_120.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_121.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_122.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_123.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_124.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_125.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_126.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_127.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_128.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_129.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_13.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_130.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_131.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_132.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_133.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_134.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_135.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_136.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_137.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_138.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_139.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_14.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_140.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_141.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_142.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_143.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_144.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_145.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_146.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_147.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_148.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_149.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_15.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_150.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_151.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_152.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_153.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_154.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_155.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_156.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_157.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_158.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_159.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_16.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_160.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_161.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_162.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_163.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_164.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_165.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_166.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_167.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_168.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_169.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_17.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_170.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_171.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_172.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_173.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_174.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_175.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_176.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_177.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_178.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_179.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_18.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_180.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_181.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_182.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_183.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_184.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_185.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_186.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_187.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_188.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_189.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_19.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_190.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_191.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_192.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_193.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_194.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_195.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_196.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_197.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_198.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_199.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_2.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_20.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_200.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_201.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_202.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_203.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_204.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_205.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_206.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_207.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_208.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_209.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_21.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_210.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_211.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
realwaste,ml/data/raw/realwaste/Textile Trash/Textile Trash_212.jpg,textile trash,textile,unknown,false,Held out as unknown evaluation only
